date,TICKER,PERMNO,COMNAM,SHRCLS,NAMEENDT,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,PRC,SHROUT,MARKET_CAP,TRAN_COST,ASK,BID
2007-12-07,DECK,79686,DECKERS OUTDOOR CORP,,,-0.016859,-0.3232874611875647,0.0022948938611588,-2.4351378082206544e-10,-0.001778,33.993298929369175,156.87,12983.0,2036643.21,0.1799999999999926,156.88,156.52
2007-12-10,DECK,79686,DECKERS OUTDOOR CORP,,,0.011347,-0.3433129028968924,0.0010085723925983,2.4678238220624083e-10,0.00751,22.32296079488562,158.64999,12983.0,2059752.82017,0.0800049999999998,158.81,158.64999
2007-12-11,DECK,79686,DECKERS OUTDOOR CORP,,,-0.02931,0.6346133276286234,0.0005844155844156,-4.017475235986577e-10,-0.025271,36.48940922745128,154.0,12983.0,1999382.0,0.0450000000000017,154.09,154.0
2007-12-12,DECK,79686,DECKERS OUTDOOR CORP,,,-0.006818,-0.0926326988107451,0.0015037593984961,-1.0370089433929717e-10,0.00605,33.10929677270276,152.95,12983.0,1985749.85,0.1149999999999948,152.95,152.72
2007-12-13,DECK,79686,DECKERS OUTDOOR CORP,,,0.001177,-0.2552517342936504,0.0007183438908116,2.4009419845582803e-11,0.001224,24.65809135022722,153.13,12983.0,1988086.79,0.0549999999999926,153.13,153.02
2007-12-14,DECK,79686,DECKERS OUTDOOR CORP,,,0.002808,-0.202735712322263,0.0017583355040375,7.164438760774294e-11,-0.013746,19.659015635831476,153.56,12983.0,1993669.48,0.1350050000000067,153.56,153.28999
2007-12-17,DECK,79686,DECKERS OUTDOOR CORP,,,0.027416,1.292160496487523,0.001711415351461,2.9702829147727084e-10,-0.015021,45.061619040283446,157.77,12983.0,2048327.91,0.1350050000000067,158.03,157.75999
2007-12-18,DECK,79686,DECKERS OUTDOOR CORP,,,-0.011916,-0.0339278846564735,0.0028867791391367,-1.3524488281208754e-10,0.00628,43.53277362705076,155.89,12983.0,2023919.87,0.2250100000000117,156.46001,156.00999
2007-12-19,DECK,79686,DECKERS OUTDOOR CORP,,,0.002951,-0.6072124928784506,0.0003198592695963,8.502022192874628e-11,-0.001361,17.099129631055995,156.35001,12983.0,2029892.17983,0.025004999999993,156.35001,156.3
2007-12-20,DECK,79686,DECKERS OUTDOOR CORP,,,0.013495,0.3139082334075083,0.0016408556329134,2.919705943547771e-10,0.0049,22.46668720634676,158.46001,12983.0,2057286.30983,0.1300050000000112,158.46001,158.2
2007-12-21,DECK,79686,DECKERS OUTDOOR CORP,,,0.033068,0.6349966573529664,0.0018936469150885,4.235730152007428e-10,0.01667,36.73295848417161,163.7,12983.0,2125317.1,0.1549949999999995,164.05,163.74001
2007-12-24,DECK,79686,DECKERS OUTDOOR CORP,,,0.006414,-0.7367394695787832,0.001638846737481,3.1008932472538126e-10,0.008077,9.670338134483556,164.75,12983.0,2138949.25,0.1350000000000051,164.58,164.31
2007-12-26,DECK,79686,DECKERS OUTDOOR CORP,,,0.000971,0.3803743528474712,0.0010915044569765,3.3974935397640046e-11,0.000809,13.34868674420396,164.91,12983.0,2141026.53,0.0900000000000034,164.91,164.73
2007-12-27,DECK,79686,DECKERS OUTDOOR CORP,,,-0.011582,0.7611104058716951,0.0023312269938649,-2.3280686057817835e-10,-0.014216,23.50851112993915,163.0,12983.0,2116229.0,0.1899949999999961,163.39999,163.02
2007-12-28,DECK,79686,DECKERS OUTDOOR CORP,,,-0.017239,-0.1799279842469635,0.0024346089019288,-4.299564755675824e-10,0.001436,19.27867210968189,160.19,12983.0,2079746.77,0.1949999999999931,160.2,159.81
2007-12-31,DECK,79686,DECKERS OUTDOOR CORP,,,-0.032025,-0.0503685650931899,0.0018057526118921,-8.689246196070774e-10,-0.006852,18.27806828668102,155.06,13004.0,2016400.24,0.1400000000000005,155.34,155.06
2008-01-02,DECK,79686,DECKERS OUTDOOR CORP,,,-0.007094,1.4705117633199825,6.495193134886718e-05,-7.846736539153435e-11,-0.014438,45.15618271301138,153.96001,13004.0,2002095.97004,0.0049999999999954,153.88,153.87
2008-01-03,DECK,79686,DECKERS OUTDOOR CORP,,,-0.028449,-0.2493158336611541,0.0014039310068191,-4.314614893253479e-10,0.0,33.89803137496155,149.58,13004.0,1945138.32,0.1050000000000039,149.59,149.38
2008-01-04,DECK,79686,DECKERS OUTDOOR CORP,,,-0.050742,0.5434109933985163,0.0014790477161034,-5.252629443081228e-10,-0.024552,52.31859427868349,141.99001,13004.0,1846438.09004,0.1050050000000055,142.21001,142.0
2008-01-07,DECK,79686,DECKERS OUTDOOR CORP,,,-0.06423,0.404495620642874,0.0017310905396251,-5.058917186860674e-10,0.003223,73.48123654260228,132.87,13004.0,1727841.48,0.1150049999999964,133.10001,132.87
2008-01-08,DECK,79686,DECKERS OUTDOOR CORP,,,-0.004591,-0.2682162105593637,0.000982836910845,-4.9641238215237294e-11,-0.018352,53.77237772992925,132.25999,13004.0,1719908.9099599998,0.0649949999999961,132.39999,132.27
2008-01-09,DECK,79686,DECKERS OUTDOOR CORP,,,0.067745,0.1795851590833685,0.0007081149978756,5.815881359002347e-10,0.013624,63.42909873884958,141.22,13004.0,1836424.88,0.0499999999999971,141.22,141.12
2008-01-10,DECK,79686,DECKERS OUTDOOR CORP,,,0.037247,-0.0644676734171322,0.0022528672856363,3.295252266780564e-10,0.007948,59.3399723162104,146.48,13004.0,1904825.92,0.1650000000000062,146.81,146.48
