date,TICKER,PERMNO,COMNAM,SHRCLS,NAMEENDT,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,PRC,SHROUT,MARKET_CAP,TRAN_COST,ASK,BID
2007-12-07,ED,11404,CONSOLIDATED EDISON INC,,,0.002634,-0.3496528609049557,0.0002020610224287,3.265407283130188e-11,-0.001778,6.002961151460688,49.49,271516.0,13437326.84,0.004999999999999,49.51,49.5
2007-12-10,ED,11404,CONSOLIDATED EDISON INC,,,0.014548,0.5896067243389165,0.0001991635132443,1.11831054486053e-10,0.00751,9.542347412307194,50.21,271516.0,13632818.36,0.004999999999999,50.21,50.2
2007-12-11,ED,11404,CONSOLIDATED EDISON INC,,,-0.015933,0.0461615654791771,0.0002023881805302,-1.1896885742071888e-10,-0.025271,9.98283710720547,49.41,271516.0,13415605.56,0.004999999999999,49.46,49.45
2007-12-12,ED,11404,CONSOLIDATED EDISON INC,,,0.006072,0.0908688433868289,0.0024140012070005,4.1311032560278185e-11,0.00605,10.889965968856348,49.71,271516.0,13497060.36,0.0599999999999987,49.82,49.7
2007-12-13,ED,11404,CONSOLIDATED EDISON INC,,,0.004828,-0.2693452380952381,0.0006006006006004,4.474016693975961e-11,0.001224,7.956805492125694,49.95,271516.0,13562224.2,0.014999999999997,49.98,49.95
2007-12-14,ED,11404,CONSOLIDATED EDISON INC,,,-0.013814,-0.1538141084984262,0.0002030044660982,-1.5339990671633295e-10,-0.013746,6.732936548858999,49.26,271516.0,13374878.16,0.004999999999999,49.32,49.31
2007-12-17,ED,11404,CONSOLIDATED EDISON INC,,,-0.013804,0.4869536677424648,0.0014409221902017,-1.0453219140925613e-10,-0.015021,10.011564696003182,48.58,271516.0,13190247.28,0.0350000000000001,48.57,48.5
2007-12-18,ED,11404,CONSOLIDATED EDISON INC,,,0.006587,-0.2686237722105727,0.0006134969325152,6.775487977597585e-11,0.00628,7.322220421632611,48.9,271516.0,13277132.4,0.014999999999997,48.87,48.84
2007-12-19,ED,11404,CONSOLIDATED EDISON INC,,,-0.009407,-0.0542729238971883,0.000619322873658,-1.0328635734677276e-10,-0.001361,6.924822109930907,48.44,271516.0,13152235.04,0.014999999999997,48.48,48.45
2007-12-20,ED,11404,CONSOLIDATED EDISON INC,,,-0.001032,0.0121795553664503,0.0002066542674105,-1.120630571003951e-11,0.0049,7.00916336422163,48.39,271516.0,13138659.24,0.004999999999999,48.41,48.4
2007-12-21,ED,11404,CONSOLIDATED EDISON INC,,,0.005166,0.3464347643318795,0.0002055921052631,4.144898594245526e-11,0.01667,9.437381222469394,48.64,271516.0,13206538.24,0.004999999999999,48.65,48.64
2007-12-24,ED,11404,CONSOLIDATED EDISON INC,,,-0.001645,-0.7506634405245083,0.0002059308072487,-5.302178399189505e-11,0.008077,2.353084164469129,48.56,271516.0,13184816.96,0.004999999999999,48.5,48.49
2007-12-26,ED,11404,CONSOLIDATED EDISON INC,,,-0.004736,0.9826263891062764,0.0006207324643079,-7.7360831319232e-11,0.000809,4.665286760264588,48.33,271516.0,13122368.28,0.0150000000000005,48.38,48.35
2007-12-27,ED,11404,CONSOLIDATED EDISON INC,,,-0.000207,0.4364885134601721,0.0004139072847682,-2.354330840487466e-12,-0.014216,6.701630843117901,48.32,271516.0,13119653.12,0.0100000000000015,48.34,48.32
2007-12-28,ED,11404,CONSOLIDATED EDISON INC,,,0.012624,0.1208507364255879,0.0004087471898631,1.2650219477399832e-10,0.001436,7.511527865761134,48.93,271516.0,13285277.88,0.0100000000000015,48.95,48.93
2007-12-31,ED,11404,CONSOLIDATED EDISON INC,,,-0.001635,-0.3030154449620005,0.0002047082906857,-2.3545413666636543e-11,-0.006852,5.235418907173058,48.85,271516.0,13263556.6,0.004999999999999,48.86,48.85
2008-01-02,ED,11404,CONSOLIDATED EDISON INC,,,-0.014944,0.7641224059092508,0.0006234413965087,-1.238413450495997e-10,-0.014438,9.235919798464916,48.12,271516.0,13065349.92,0.0150000000000005,48.2,48.17
2008-01-03,ED,11404,CONSOLIDATED EDISON INC,,,-0.001247,-0.3312198428839175,0.0006242197253433,-1.5471190298791985e-11,0.0,6.176799893928903,48.06,271516.0,13049058.96,0.0150000000000005,48.06,48.03
2008-01-04,ED,11404,CONSOLIDATED EDISON INC,,,-0.002913,-0.0194979428775863,0.0010434056761269,-3.69671702086791e-11,-0.024552,6.056365002430796,47.92,271516.0,13011046.72,0.0250000000000021,47.96,47.91
